id,name,description,author_name,modified,created,tags,references,public,adversary,targeted_countries,malware_families,attack_ids,industries,TLP,indicators,revision,groups,in_group,author,is_subscribing
553473bcb45ff53a349fe709,FighterPOS,"A one-man cybercriminal operation that uses pointof-sale
(PoS) malware has stolen more than 22,000
unique credit card numbers from terminals in Brazil,
Canada, and the United States in a span of just one
month.",AlienVault,2015-04-20T03:34:20.699000,2015-04-20T03:34:20.699000,"['pos', 'point of sale', 'FighterPOS']",[],1,,[],[],[],[],green,"[{'id': 4393, 'indicator': 'sitefmonitor.com', 'type': 'domain', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 4394, 'indicator': 'msr2006.com', 'type': 'domain', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 4395, 'indicator': 'ctclubedeluta.org', 'type': 'domain', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 4396, 'indicator': '55fb03ce9b698d30d946018455ca2809', 'type': 'FileHash-MD5', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 4397, 'indicator': '6cb50f7f2fe6f69ee8613d531e816089', 'type': 'FileHash-MD5', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 4398, 'indicator': 'e29d9560b6fcc14290f411eed9f4ff4f', 'type': 'FileHash-MD5', 'created': '2015-04-20T03:34:21', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}]",1,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
55c22da467db8c1793f07da2,Malware URLs,Some URLs from Brazilian Malware,AldoAlbuquerque,2015-08-05T15:37:08.914000,2015-08-05T15:37:08.914000,['malware'],[],1,,[],[],[],[],green,"[{'id': 18908, 'indicator': 'https://storage.googleapis.com/compro2333aadd/Comprovante_1919928344.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18909, 'indicator': 'http://empresa2-001-site1.mywindowshosting.com/fotos_torpedo.rar', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18910, 'indicator': 'https://www.dropbox.com/s/bgrf0tyq83hkhcc/2viadeboleto_PROTESTO.PDF.zip?dl=1', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18911, 'indicator': 'http://atendimento24hrsbb.com/kassador.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18912, 'indicator': 'http://rentcar.lacak-mobil.com/Anexo.rar', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18913, 'indicator': 'http://161.202.137.20/Intima/Intimacao_DelegaciaPF201508_PDF.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18914, 'indicator': 'http://www.thechickencoopusa.com/wp-content/plugins/bbpress/includes/forums/modulo.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18915, 'indicator': 'https://googledrive.com/host/0B8FpfH_Pn71Rd09ybVJSLTFBbUk/?=Extrato=Compra', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18916, 'indicator': 'http://atendimento24hrsbb.com/INTIMACAO-MPF.SCR.rar', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18917, 'indicator': 'http://cl.ly/3S3t2g3v3E0d/download/Segunda_via.pdf.rar', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18918, 'indicator': 'http://konkaew.go.th/UserFiles/File/egp/cadastro.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18919, 'indicator': 'https://storage.googleapis.com/curriculum2015/curriculum.vbe', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18920, 'indicator': 'https://doc-0k-8s-docs.googleusercontent.com/docs/securesc/ha0ro937gcuc7l7deffksulhg5h7mbp1/g7d697nt5l3a4p8jpo0169gm6ejle7lj/1438783200000/12386458681262916090/*/0B3CsH9CsKVk7QUN1bnhfRzlVems?e=download/?/264928/134598.html', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18921, 'indicator': 'http://www.fmfla.org/images/stories/highslide/NOVO_CALENDARIO_PIS-PASEP.zip', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18922, 'indicator': 'http://www.atendimento24hrsbb.com/INTIMACAO-MPF-2015.SCR.rar', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 18923, 'indicator': 'http://192.169.90.63/cartorio/cobranca.pdf/', 'type': 'URI', 'created': '2015-08-05T15:37:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}]",1,[],False,"{'username': 'AldoAlbuquerque', 'id': '403', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
55cc584a4637f20b6e54b5e0,VBA & PE(DLL) of Win32/Banload,Brasil PWS banking trojan,Malwaremustdie,2015-08-13T16:34:22.301000,2015-08-13T08:41:46.748000,"['banload', 'brazil', 'banker']",['https://pastebin.com/qJdCUHyv'],1,,[],[],[],[],green,"[{'id': 20489, 'indicator': '8538c78539832eaf25550bdf0ab1a9f9f004459af0208cf4d047aa41dfb6f260', 'type': 'FileHash-SHA256', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20490, 'indicator': 'ce96958d91aa1e900f7c73d0ffe35feffee8678e5adfd240f7fbf160f262a1b7', 'type': 'FileHash-SHA256', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20491, 'indicator': '2fba569d0875dea7724285d61f792e28a67a2707772beb33749e4be5931ec82c', 'type': 'FileHash-SHA256', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20492, 'indicator': '1c14e870a9420d9c18b6caf8f44964ec07fa87f14b896fce50c043a8cb9b5439', 'type': 'FileHash-SHA256', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20493, 'indicator': 'brcentermodelo.com.br', 'type': 'domain', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20494, 'indicator': 'martinstranns.com.br', 'type': 'domain', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20495, 'indicator': 'http://brcentermodelo.com.br/arquivos/up.jpg', 'type': 'URL', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20496, 'indicator': 'http://martinstranns.com.br/contador/cnt.php', 'type': 'URL', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20497, 'indicator': 'http://martinstranns.com.br/contador/cnt.php-', 'type': 'URL', 'created': '2015-08-13T16:34:09', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20498, 'indicator': 'http://brcentermodelo.com.br/arquivos/part.jpg', 'type': 'URL', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20499, 'indicator': 'http://brcentermodelo.com.br/arquivos/host.jpg', 'type': 'URL', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20500, 'indicator': '692eedb2b519b86f9d5a1e4a85b7b606', 'type': 'FileHash-MD5', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20501, 'indicator': 'd5915a4c454e50d76b343019d9978373', 'type': 'FileHash-MD5', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20502, 'indicator': '8fdaa336d4699a02f1d349c4d7984993', 'type': 'FileHash-MD5', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20503, 'indicator': '52.8.51.135', 'type': 'IPv4', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20504, 'indicator': '52.8.140.254', 'type': 'IPv4', 'created': '2015-08-13T08:41:47', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}]",18,[],False,"{'username': 'Malwaremustdie', 'id': '275', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/Malwaremustdie/resized/80/malwaremustdie.jpg', 'is_subscribed': False, 'is_following': False}",
55d482de67db8c37b0a34ef3,Adwind: another payload for botnet-based malspam,Adwind is a Java-based remote access tool (RAT) used by malware authors to infect computers with backdoor access.,julsec,2015-08-19T13:21:34.374000,2015-08-19T13:21:34.374000,"['adwind', 'tcp', 'first', 'kb (', 'md5', 'alienspy', 'file', 'rat', 'ssl', 'shown', 'march', 'java', 'symantec', 'brazil', 'attachment', 'updated', 'date', 'november', 'twitter', 'furthermore', 'enom', 'windows']",['http://dshield.org/forums/diary/Adwind+another+payload+for+botnetbased+malspam/20041/'],1,,[],[],[],[],green,"[{'id': 20664, 'indicator': 'd5d3d46881d8061bb3679aee67715f38bebefb6251eb3fdfa4a58596db8f5b16', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20665, 'indicator': '0e198e6e1b9cfa5be0d9829e10717093487548b5c0d6fbbeaae6be1d53691098', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20666, 'indicator': 'd54e97bc1204f3674572d60e17db04c11bbe018ba9ab0250bd881cbcc5a9622e', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20667, 'indicator': '70290f0ffffcb4f8d90bce59f16105fd5ff61866e3dda5545b122b3c4098051b', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20668, 'indicator': 'f8f99b405c932adb0f8eb147233bfef1cf3547988be4d27efd1d6b05a8817d46', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20669, 'indicator': 'f2188d223305092fe0a9c8be89c69e149c33c3ea4b1c0843fda00771ac72272d', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20670, 'indicator': '771bb9fe6db1453e3de20ba7c39b8502c1249c6fcfd0022031ab767636136e7a', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20671, 'indicator': '48a0859478fb2b659e527ed06abf44ef40d84c37a5117d49ca2312feed1b1b7d', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20672, 'indicator': 'ff2b35d58d2e1ade904187eeffba709c84a9a998c6323b22fc5b7cac74cd1293', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20673, 'indicator': '9eeeb3b6be01ad321c5036e6c2c8c78244b016bf7900b6fd3251139149dae059', 'type': 'FileHash-SHA256', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20674, 'indicator': 'regcon-asia.kz', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20675, 'indicator': 'premier-gps.com', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20676, 'indicator': 'bgf.com.hk', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20677, 'indicator': 'inspectorate-croatia.hr', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20678, 'indicator': 'eimigrante.pt', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20679, 'indicator': 'laurence-chocolate.gr', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20680, 'indicator': 'byloth.nl', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20681, 'indicator': 'chartered.co.th', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20682, 'indicator': 'jviincentthailand.com', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20683, 'indicator': 'bwfllc.co', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20684, 'indicator': 'fulplanet.com', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20685, 'indicator': 'sify.com', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 22333, 'indicator': 'jsocket.org', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20686, 'indicator': 'al-rddadi.com.sa', 'type': 'domain', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 22334, 'indicator': 'https://www.rekings.com/product-tag/jsocket-v1-0/', 'type': 'URL', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 22335, 'indicator': 'https://jsocket.org/blog/new-project/', 'type': 'URL', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 22336, 'indicator': 'www.rekings.com', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20687, 'indicator': 'p0.corotext.com', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20688, 'indicator': 'trusplus111.gotdns.ch', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20689, 'indicator': 'serialcheck55.serveblog.net', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20690, 'indicator': 'pauloo1.corotext.com', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20691, 'indicator': 'selkrom.ddns.net', 'type': 'hostname', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20692, 'indicator': '5ab9653be58e63bf8df7fb9bd74fa636', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20693, 'indicator': 'd93dd17a9adf84ca2839708d603d3bd6', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20694, 'indicator': '5190bde4532248eb133f4dae044c492a', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20695, 'indicator': 'da9f9b69950a64527329887f8168f0b4', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20696, 'indicator': '1fb2b0742e448124c000c34912765634', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20697, 'indicator': '0df04436cce61f791ec7da24ab34d71b', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20698, 'indicator': 'c5cdbf91ebd4bab736504415806a96b7', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20699, 'indicator': '201fd695feba07408569f608cd639465', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20700, 'indicator': '78990750a764dce7a7a539fb797298a1', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20701, 'indicator': 'e08b81fd1b1b409096e65011e96ac62b', 'type': 'FileHash-MD5', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20702, 'indicator': 'ddca2db7b7ac42d8a4a23c2e8ed85de5e91dbf29', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20703, 'indicator': '3af9157dffde41f673cdacc295f2887b5c56e357', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20704, 'indicator': '752fab5861093e7171463b0b945e534e1ff66253', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20705, 'indicator': '29d5d03dab95cd5d38bd691d5559202816d36417', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20706, 'indicator': '0fa5ce77ba5df13c596824681402c3ece7b5c1e8', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20707, 'indicator': 'af35dc7c1e4a32d53fe41e2debc73a82cc1f52bd', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20708, 'indicator': '75fa848e0048e040aed231f9db45b14bf1a903d7', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20709, 'indicator': '54484c3a466fb8efb982520a714045d218c83dcf', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20710, 'indicator': 'b11857de46ba3365af5f46171bbe126f19483fee', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20711, 'indicator': 'ceb29d24f0dc96d867c9a99306d155a31c5eb807', 'type': 'FileHash-SHA1', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20712, 'indicator': '185.19.85.172', 'type': 'IPv4', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20713, 'indicator': '91.236.116.185', 'type': 'IPv4', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20714, 'indicator': '111.118.183.211', 'type': 'IPv4', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20715, 'indicator': '197.255.170.191', 'type': 'IPv4', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20716, 'indicator': 'freya@byloth.nl', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20717, 'indicator': 'top@jviincentthailand.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20718, 'indicator': 'geral@eimigrante.pt', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20719, 'indicator': 'sales11@laurence-chocolate.gr', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20720, 'indicator': 'd.pavic@inspectorate-croatia.hr', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20721, 'indicator': 'trusplus@sify.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20722, 'indicator': 'elvgncl@gmail.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20723, 'indicator': 'a.macesic@inspectorate-croatia.hr', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20724, 'indicator': 'info@al-rddadi.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20725, 'indicator': 'fax@chartered.co', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20726, 'indicator': 'williamhui@bgf.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20727, 'indicator': 'info@fulplanet.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20728, 'indicator': 'creditcontrol@bwfllc.co', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20729, 'indicator': 'sales.qnijewels@gmail.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20730, 'indicator': 'office@regcon-asia.kz', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20731, 'indicator': 'private@premier-gps.com', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20732, 'indicator': 'vinita.sharma@frrforex.in', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}, {'id': 20733, 'indicator': 'andrea@intl.westernunion', 'type': 'email', 'created': '2015-08-19T13:21:34', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1}]",1,"[{'name': 'MISP FEED', 'id': 76}]",True,"{'username': 'julsec', 'id': '74', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/julsec/resized/80/Better_Call_Saul.jpg', 'is_subscribed': False, 'is_following': False}",
